https://ebird.org/species/bltmon2,Passeriformes,Monarchidae,Buru Monarch,Symposiachrus loricatus,,"A little-known black-and-white flycatcher-like species restricted to the island of Buru. Has a black hood, a striking white facial mark below the eye, all-black upperparts, and white outer tail feathers, lower chest, and belly. Juvenile has brown upperparts, rusty outer tail feathers, and a pale underside. Abundant in lowlands, less so in foothills, inhabiting understory of forests in singles and pairs. Attends mixed-species flocks. Lacks the extensive white facial markings and white wing panel of White-naped Monarch. Gives a repeated mournful whistle, “teeeeoow,” descending at the end, and rasping notes."
https://ebird.org/species/blcpar2,Psittaciformes,Psittacidae,Blue-cheeked Amazon,Amazona dufresniana,,"Generally uncommon parrot of lowland rainforest; also found in premontane forest at higher elevations in the tepui region and locally in savanna forest. Ecology and behavior similar to others in the genus. Note voice and burnt-orange forehead; diagnostic blue cheeks can be difficult to see. Feeds on fruit and flowers in the canopy; often seen commuting to or from roosts, or between feeding areas. Vocalizations are varied; most common call is a repeated yelp, similar to Orange-winged Parrot but somewhat lower-pitched and with a more liquid quality."
https://ebird.org/species/boumon1,Passeriformes,Monarchidae,Chestnut-bellied Monarch (Bougainville),Monarcha castaneiventris erythrostictus,,Explore eBird
https://ebird.org/species/brnpig1,Columbiformes,Columbidae,Western Bronze-naped Pigeon,Columba iriditorques,,"Blackish, short-tailed, medium-sized pigeon. Both sexes have reddish underparts, and the male shows a contrastingly gray head. There is a buff tip to the tail which can be conspicuous in flight. Found in rainforest and gallery forest. Inconspicuous bird that spends most of its time in the forest canopy. Song is a “bouncing ball” accelerating series of low hoots. Fairly similar to Lemon Dove, but rarely found in the understory, and has a dark face. Male could be confused with Blue-headed Wood-Dove, but has a much darker back, and is usually found higher in the forest."
https://ebird.org/species/bucbab1,Passeriformes,Timaliidae,Rufous-fronted Babbler (Buff-chested),Cyanoderma rufifrons [ambiguum Group],,Explore eBird
https://ebird.org/species/capcro1,Passeriformes,Macrosphenidae,Long-billed Crombec,Sylvietta rufescens,,"A tiny, rotund, virtually tailless warbler with buff-orange underparts, gray-brown upperparts, and a dark eye-stripe that forms a buffy eyebrow. Pairs often join mixed-species flocks actively hopping along branches, occasionally hanging like mini-nuthatches, searching for invertebrates, and occasionally eating plant matter. Occupies broadleaf woodland, savanna, and arid scrub, where it is often detected by its quiet but distinctive faltering “chree-chirrit, chree-chirrit, chree-chirrit” song. The Red-capped Crombec has paler light gray upperparts and lacks the Cape Crombec’s eye-stripe, giving it a more open tawny face."
https://ebird.org/species/y00415,Passeriformes,Alaudidae,Cape Long-billed Lark,Certhilauda curvirostris,,"A large, slender lark with a long, thin decurved bill and long legs. Features can be variable, but generally this species has streaked gray-brown upperparts and a heavily streaked chest extending onto the flanks. As the similar-looking long-billed larks have separate ranges, location is a key factor in identification, but this is the largest and longest-billed member of the complex. It strides purposefully through sandy coastal shrubland, running quickly before pausing to dig in the soil or pick at shrubs for invertebrate prey and seeds. In a characteristic display the male flies low to the ground, before flying directly up 10 to 15 meters, and then closing its wings and plummeting toward the ground while typically emitting a two-note “tsit-tseeeoooouuu” whistle, the second note descending; in the north, only the second note is given. These calls and others, like a quavering “cheereee-cheeeoo,” can also be given from the ground. Most co-occurring larks are much smaller and more compact, with smaller bills and shorter legs."
https://ebird.org/species/cappet,Procellariiformes,Procellariidae,Pintado Petrel,Daption capense,,"Fairly small and very distinctively patterned petrel of cool southern waters; regular migrant north to Humboldt Current. A “professional” ship follower in the Southern Ocean, often in groups that circle a vessel for hours. Extent of white spotting on upperparts rather variable, but no other petrel has this white-spattered or “painted” pattern; pintado means painted in Spanish and is also an anagram of the genus name, Daption."
https://ebird.org/species/cashon1,Piciformes,Indicatoridae,Cassin's Honeybird,Prodotiscus insignis,,"A small, upright honeyguide of forest and forest edge, where it forages for insects and flycatches into the open. Plumage is a relatively uniform olive-green to green, with a paler throat, small pale eye arcs, and bright white outer tail feathers that are obvious when flying out for insects. Similar to Green-backed Honeyguide and Wahlberg’s Honeyguide, but differs in range, in its overall greenish coloration including the belly, and in its clean white outer tail feathers. Voice is little known, but apparently gives a buzzy trill in flight that rises and falls in pitch."
https://ebird.org/species/chiger2,Passeriformes,Acanthizidae,Chatham Islands Gerygone,Gerygone albofrontata,,"Small warbler endemic to the Chatham Islands of New Zealand. Note dull olive-brown upperparts and white to yellowish plumage below. Distinctive red eye. Males are larger and have a white forehead, eyebrows, chest, and belly. Females have more subtle coloring. Juveniles have brown eyes and a noticeable yellowish tinge to their underparts. Confined to southern forests and scrub. Forages for insects from tree trunks and leaves. Will come to the ground to forage, often in small family flocks. Listen for loud male song, a repeated 4-note phrase “chi-ch-ch-ch.” Some nests are parasitized by larger Shining Bronze-Cuckoo. Distinguishable from Silvereye by lack of distinctive white eye-ring."
https://ebird.org/species/nezpig3,Columbiformes,Columbidae,Chatham Islands Pigeon,Hemiphaga chathamensis,,"Only large pigeon on the Chatham Islands. Shows a distinctive white belly and maroon-tinged upper wings. Can gather in large flocks to feed on paddocks in southern Chatham Island. Individuals can be seen roosting on dead trees and making display flights. Can go unnoticed when feeding on forest fruits, leaves, and flowers below the canopy. May give soft “oo” calls while perched."
https://ebird.org/species/chaoys1,Charadriiformes,Haematopodidae,Chatham Islands Oystercatcher,Haematopus chathamensis,,"Stocky wader with distinctive pied plumage, red eye surrounded by orange eye-ring, orange bill, and pink legs and feet in adults. Juvenile birds have paler skin and dark tip to bill. Found around rocky and sandy coasts of the Chatham Islands. Most often seen in pairs. Gives a high-pitched piping call in territorial defense and courtship. Chatham Oystercatcher distinguished from South Island Pied Oystercatcher (SIPO) by smaller size and smudged border between black and white on breast."
https://ebird.org/species/chapet1,Procellariiformes,Procellariidae,Chatham Islands Petrel,Pterodroma axillaris,,"Gadfly petrel of medium size. Dark gray upperparts and white below with a diagonal black bar from the edge of the wing to the black base of the underwing. Has a black bill, a dark eye-patch, and pink legs and feet. Breeds only on the Chatham Islands, but can forage up 3000 km offshore. Migrates to deep waters off the South American coast. Distinguished from Black-winged Petrel by the reduced black bar on the underwing; Mottled Petrel is similar but larger, with a dark belly, lacking the diagonal bar on the wing."
https://ebird.org/species/charob1,Passeriformes,Petroicidae,Black Robin,Petroica traversi,,"A very rare small robin endemic to the Chatham Islands of New Zealand. Almost went extinct in the 1980s. Both sexes are entirely black. Confined to two offshore nature reserves in the Chatham Islands. Often stands alert, perching in a slightly hunched manner. Feeds on invertebrates in the soil and substory vegetation, making quick forays from perches in the understory. The male song is simple, consisting of 4-5 clear notes. Females will sing brief phrases every so often. Actively investigates any human activity within its territory. Tomtit has a pale underside, so should not be confused."
https://ebird.org/species/chagih1,Passeriformes,Meliphagidae,Yellow-billed Giant-Honeyeater,Gymnomyza viridis,,"A very large, robust honeyeater. Entirely drab grayish-olive, with yellowish wings and tail and a bright yellow bill and eye-ring. Dependent on primary mature forest, mostly in the lowlands, but less commonly above 600 meters of elevation. Similar to Northern Wattled-Honeyeater, but much larger, and overall more yellow with a distinctive pale yellow bill. Does not vocalize often, but most common call is a very, very loud, ringing, far-carrying “kee-too.”"
https://ebird.org/species/choale1,Passeriformes,Muscicapidae,Thyolo Alethe,Chamaetylas choloensis,,"A robust, chocolate-backed forest skulker with clean-cut pale underparts washed gray, and a distinctive white throat and outer tail tips. Singles and pairs are shy and inconspicuous residents in the dense under-story of mid-altitude forest, between 700–1900m. May follow army-ant swarms, where it loses its fear of humans. Calls a loud downslurred quavering “tiiyuuu” and harsh chitter in alarm. Similar White-chested Alethe differs from Cholo by having gray (not brown) face and rufous tail lacking white."
https://ebird.org/species/gretit2,Passeriformes,Paridae,Asian Tit (Cinereous),Parus cinereus [cinereus Group],,Explore eBird
https://ebird.org/species/clawea1,Passeriformes,Ploceidae,Kilifi Weaver,Ploceus golandi,,"An unusual and distinctive forest weaver with a long, thin bill. Males have a black hood and a yellow belly. Females much duller, with a yellow-olive head. Both sexes have yellow edges to the wing feathers. Found very locally in Kenya in the canopy of coastal forest and lush woodland. Usually in active flocks. Somewhat similar to Forest Weaver, but separated by many details, including the yellow wing edges. Vocalizations are typical of weavers: “chek” notes and a squealing, sizzling “radio static” song, often given by a whole group in concert."
https://ebird.org/species/clscis1,Passeriformes,Cisticolidae,Dambo Cisticola,Cisticola dambo,,"Small cisticola that is pale and buffy below, and dark on the back. The crown, back of the neck, and back are heavily streaked. Note specific habitat preferences, which can help with identification: found in seepage zones of seasonally wet grasslands, alongside but in wetter situations than Wing-snapping Cisticolas, but avoiding the seasonally flooded habitat of Pale-crowned Cisticola. Very similar to Wing-snapping and Pale-crowned Cisticolas, but longer-tailed than both, and further distinguished from Pale-crowned in breeding plumage by the streaked crown. Also similar to Zitting and Desert Cisticolas, but has a different voice, and is darker on the back. Song consists of nasal notes, given from a low perch (termite mound or grass stem) or occasional brief display flight at grass top height. In contrast to other small cisticolas, it does not have a true aerial display flight."
https://ebird.org/species/cicada1,Passeriformes,Campephagidae,Sahul Cicadabird,Edolisoma tenuirostre,,"Woodland bird of eastern and northern Australia and New Guinea. Strong sexual dimorphism in plumage. Male dark slaty-gray, with black around bill, and black on wings. Female brown, with dark line through eye, extensive fine barring on chest and belly, and fairly plain brown wings (much browner and lacking the white wingbars of Varied Triller). Shows geographical variation, especially in female plumage. Found in the canopy of a wide variety of forest, woodland, scrub, and savanna habitats. Calls include a long (10-second) sequence of insect-like repeated buzzes (hence its name), also a slower version, and a robin-like sequence of clear whistled notes."
https://ebird.org/species/comdro1,Passeriformes,Dicruridae,Grande Comore Drongo,Dicrurus fuscipennis,,"Bold, glossy-black fork-tailed bird with a red eye. A rare endangered species that is confined to the island of Grand Comoro. Found locally at lower elevations in plantations, secondary forest, and scrub. Perches prominently on open perches, swooping out to catch insects on the wing. Song is a repeated sequence of whistles, creaks, and rasps. Somewhat similar to Grand Comoro Bulbul, but darker, with a forked tail, and without an orange bill."
https://ebird.org/species/coseag1,Accipitriformes,Accipitridae,Congo Snake-Eagle,Circaetus spectabilis,,"A big-headed but overall medium-sized forest eagle that eats primarily snakes. Can be found at all heights, from the canopy down to near the ground. The long banded tail, brown back with a rufous hind-collar, white breast, and barred flanks make this species unique within its range. Western birds have white throats, while eastern birds have black-spotted throats. Frequently heard calling in the forest, uttering a long series of “HOW, how, HOW, how” caws that are reminiscent of a hornbill. Throughout range, co-occurs with the similar-looking Cassin’s Hawk-Eagle, but Congo Serpent-Eagle is smaller, has a black line down the center of the throat, and appears bigger-headed."
https://ebird.org/species/cubpar1,Psittaciformes,Psittacidae,Cuban Amazon,Amazona leucocephala,,"A noisy, yet somewhat wary, species of forest canopies and treetops. Often found in flocks of up to 20 or 30 birds. It is the only naturally occurring large parrot within its range and is easily distinguished from other wild species by its largely green plumage, bulky body, and hefty bill. No other parrot shares this species’ rosy throat and white forehead—characteristics that eliminate non-native species that may occur as escapees from captivity. Calls include a variety of harsh squeaks and squawks that can have a conversational quality when in flocks."
https://ebird.org/species/dacwhe1,Passeriformes,Zosteropidae,Dark-crowned Heleia,Heleia dohertyi,,"A distinctive small songbird with olive upperparts, a bright yellow underside, and a diagnostic head pattern: chocolate-brown head crest with indistinct white flecking, black mark between the bill and the eye, and white brow. Singles, pairs, or small groups frequently join mixed-species flocks in forests, edges, and cultivated areas in lowlands and lower hills. Restricted to the Lesser Sundas. Vocalizations include soft chattering calls, thin “tsip” notes, harsh “kit-up” calls, and a complex warbled song comprising whistled and whipping notes."
https://ebird.org/species/delpig1,Columbiformes,Columbidae,Eastern Bronze-naped Pigeon,Columba delegorguei,,"Blackish, short-tailed, medium-sized pigeon. Male has a distinctive white mark on the neck. Female is plainer but usually shows some rufous on the back of the neck. Found mostly in moist montane forest, though does occur locally in coastal forest, especially in South Africa. Inconspicuous bird that spends most of its time in the forest canopy. Song is a “bouncing call” series of low hoots. Plain female is similar to Lemon Dove, but is rarely found in the understory, and has a dark face."
https://ebird.org/species/dorgos1,Accipitriformes,Accipitridae,Doria's Hawk,Megatriorchis doriae,,"A large, inconspicuous raptor of lowlands and foothill forest interior. Brown back and long tail with strong barring, pale underparts with strong sparse streaking, pale eye-brow and a thick dark eye-stripe. Ambushes birds from a perched position. Has been known to take bird-of-paradise at lek sites. Similar to Long-tailed Honey-buzzard, but Doria’s Goshawk doesn’t soar, is slightly larger with a dark eye and yellow rather than white legs. Call, a short, slow series of strong, shreaking calls."
https://ebird.org/species/duccoc1,Psittaciformes,Cacatuidae,Solomons Corella,Cacatua ducorpsii,,"A rather small corella-type cockatoo. An entirely white, short-tailed, noisy parrot with light blue bare skin around the eyes. Chest and belly often stained slightly brownish. Undertail and underwing yellowish in flight, but difficult to see. Often raises tall white crest. Found in most types of forest up to 1700 meters of elevation. Unmistakable within its range. Voice loud and obtrusive, including a harsh croaking “reh-reh.”"
https://ebird.org/species/faseag1,Accipitriformes,Accipitridae,Southern Banded Snake-Eagle,Circaetus fasciolatus,,"Chunky dark brown raptor with barred underparts. Found in and adjacent to forest, thick woodland, and exotic tree plantations, often near water. Sits for long periods and doesn’t often soar. Generally scarce and uncommon across its range. Call is a weird, strangled “whaaat ho-ho-ho-haaa”. Very similar to Banded Snake-Eagle, but no overlap in range. Somewhat similar to African Cuckoo-Hawk, but larger and chunkier, with a dark brown rather than gray head."
https://ebird.org/species/fatmon1,Passeriformes,Monarchidae,Fatu Hiva Monarch,Pomarea whitneyi,,A distinctive large glossy-black flycatcher with a pale bluish-ivory bill. Bushy feathers give an eyebrowed appearance. Dependent on native moist forest between 50 and 700 meters of elevation. Common call is said to be a “kik-kik-kik.”
https://ebird.org/species/fespar1,Psittaciformes,Psittacidae,Festive Amazon,Amazona festiva,,"Medium-sized, chunky parrot; typically appears entirely green with a contrasting red forehead. Usually found in pairs or larger groups; feeds on fruit and flowers, sometimes commuting long distances between feeding sites. Locally distributed and unlikely to be encountered away from seasonally flooded forests along large rivers or in coastal regions. Smaller than Blue-cheeked Parrot with darker face pattern and black bill. Festive Parrot also lacks contrasting orange patch on wing and has a burrier, more nasal call than Blue-cheeked Parrot."
https://ebird.org/species/flowhe1,Passeriformes,Zosteropidae,Flores Heleia,Heleia crassirostris,,"A gray-and-white songbird with a diagnostic head pattern. Dark olive above and clean white below, with dark cheeks that contrast with the conspicuous pale eye and a white forehead bleeding into dark speckles on the crown. Juveniles show a plain buff forehead and crown. Found singly or in pairs in understory of forest and forest edge in lowlands and foothills, frequenting mixed-species flocks. Confined to the Lesser Sundas. Calls include soft “chup” and weak “pew” notes. Striking, melodious warbling song is punctuated with repeated clear trills and staccato “wit-wit-wit” phrases."
https://ebird.org/species/forwea1,Passeriformes,Ploceidae,Dark-backed Weaver,Ploceus bicolor,,"An atypical and distinctive weaver. Shows a dark back, yellow underparts, and a pale bill. There is geographical variation: some populations show a dark gray back, while others are black, and the throat varies from yellow to gray-spotted to black. Found in forest and thick woodland, including miombo. Usually in pairs; rarely in flocks. The distinctive song is a syncopated mix of very different call types, usually given as a duet. Other forest-dwelling weavers are somewhat similar but always show greenish tones on their backs and/or rufous tones on their underparts."
https://ebird.org/species/gaweye1,Passeriformes,Zosteropidae,Ranongga White-eye,Zosterops splendidus,,"Small. Olive-green above and banana-yellow below and on throat. Chest smudged olive. Has a bold white eye-ring and a black patch on the face from the eye forward. Found in most forest, scrub, and garden habitats. Song consists of around nine up- or downslurred notes. Call is a strong, two-syllabled “che-u.”"
https://ebird.org/species/descha1,Passeriformes,Meliphagidae,Gibberbird,Ashbyia lovensis,,"Brightly colored, terrestrial songbird with upright posture found in arid stony plains of central Australia. Grayish brown above, yellow below, with yellow face and notably pale eye (Yellow Chat male has a completely yellow head). In flight, back is the same tone as wings and tail (Yellow Chat has yellow uppertail)."
https://ebird.org/species/gyflio1,Passeriformes,Leiothrichidae,Emei Shan Liocichla,Liocichla omeiensis,,"A diminutive but stout and large-headed relative of the laughingthrushes. Brownish-gray with bright orange highlights on its wing feathers and a faint yellow eyebrow which curves down into a weak crescent behind the ear. Like a laughingthrush, tends to stick to the understory in thickets, dense bamboo clusters, and thick secondary growth in mid-elevational areas. Not extremely social; often seen singly, occasionally in small flocks."
https://ebird.org/species/gyhsow1,Passeriformes,Ploceidae,Gray-capped Social-Weaver,Pseudonigrita arnaudi,,"A small, chunky, distinctive weaver of northeastern Africa. Mostly sandy brown with a gray cap and a pale eye-ring. There is some geographical variation in back color, which can be brown or gray. The tail has a pale gray tip and a partial black bar across the middle, both of which are obvious in flight. Found in dry savanna and cultivated areas, usually in flocks. Nests in colonies. Gives a variety of inconspicuous calls, but one of the most frequent is a penetrating “veet.”"
https://ebird.org/species/gyhwhe1,Passeriformes,Zosteropidae,Gray-hooded Heleia,Heleia pinaiae,,"A relatively large white-eye confined to Seram. Most conspicuous identification features are the complete gray hood, the white forehead, and the bright white eye-ring. Underparts dirty white, lightly washed with yellow on the base of the undertail. Small groups frequent the canopy of forests in the foothills and particularly in the mountains. Differs from Lemon-bellied and Warbling White-eyes in the lack of a yellow belly or throat. Separated from Seram White-eye by the white forehead. Calls are a combination of often-repeated soft “choy-choy-choy” notes and “tri-tri-tri” calls."
https://ebird.org/species/gytwhe5,Passeriformes,Zosteropidae,Makira White-eye,Zosterops rendovae,,"Small social songbird, often encountered foraging in upper levels of forest. Mostly olive-green above with a yellow undertail. Belly, chest, and throat gray. Note the smudgy black patch in front of the eye. Found in forest and forest edge from 500 to 2000 meters of elevation, but down to 50 meters of elevation on Makira. Similar to Yellow-throated White-eye, but upperparts less yellow and throat gray. Common calls include a loud mellow “peeeu” and high-pitched “peep-peep” foraging calls."
https://ebird.org/species/jgtwhe1,Passeriformes,Zosteropidae,Javan Heleia,Heleia javanica,,"Small warbler-like bird with a gray head, yellowish-green body, and varying amounts of white around the eye; lacks the well-defined white “spectacles” of typical white-eyes. Birds in the montane regions of far western and far eastern Java have a dark patch between the eye and the base of the bill, and minimal white on the face (a full thin eyering in eastern birds, and a white crescent under the eye in western birds), while birds in central Java have a large but poorly-defined white patch around the eye. Forages actively in wooded and forested areas from foothills to mountaintops, often in pairs or groups. Joins mixed-species flocks. Song is a bright series of whistled notes; calls include rattling, high-pitched “tchrr”s and sharply falling whistles."
https://ebird.org/species/grkwhe1,Passeriformes,Zosteropidae,Kai Besar White-eye,Zosterops grayi,,"A small green songbird with a bold white eye-ring and a primarily white underside, except for a yellow throat and base to undertail. Usually found in pairs or singly, roaming through forest, woods, and gardens in lowlands and lower hills. Restricted to Kai Besar Island. Differs from Lemon-bellied White-eye in its white belly. Vocalizations include dry “chirup” and “churr” calls; short song comprises an untidy, stuttering combination of squeaky chattering notes."
https://ebird.org/species/ligsun2,Passeriformes,Nectariniidae,Little Green Sunbird,Anthreptes seimundi,,"Tiny, drab warbler-like sunbird. The bill is slightly curved and partially pink. Also note the pale eye-ring. Found in the canopy and mid-story of humid forest at low and middle elevations, usually in pairs or small groups. The most common call is a simple, high-pitched “tseeet”. Very similar to Bates’s Sunbird, but has a less curved bill and a more distinct eye-ring. Distinguished from females of other species of sunbirds by the pink on the bill and the green rather than blackish tail."
https://ebird.org/species/grbhon2,Piciformes,Indicatoridae,Green-backed Honeybird,Prodotiscus zambesiae,,"Small and incredibly nondescript honeyguide. Note the small, sharp bill and the white outer tail feathers. Found along forest edge and in broadleaf woodland, especially miombo. Generally uncommon and inconspicuous, though it will join mixed flocks with other bird species. Vocalizations are a quick series of “jyet” notes and an explosive “skyeat” given in flight. Very similar to Wahlberg’s Honeyguide, but has an olive-green rather than brown back. Separated from other honeyguides by its small bill."
https://ebird.org/species/greere1,Passeriformes,Cisticolidae,Green-capped Eremomela,Eremomela scotops,,"Fairly small, pretty bird with a typical warbler shape. The back and crown are olive-green, the breast is whitish, and the belly varies geographically from whitish to yellow. Found in broadleaved woodland and moist savanna. Active, restless bird. Usually in small flocks, and often mixes with other species. Calls are series of low whistles and rough “brrit” notes, sometimes given excitedly by a whole group. The olive-green crown separates it from other eremomelas. Similar to white-eyes, but lacks white crescents around the eye."
https://ebird.org/species/heuwhe2,Passeriformes,Zosteropidae,Ethiopian White-eye,Zosterops poliogastrus,,"A small, sharp-billed warbler-like bird. Note the yellow throat and the broad white spectacles around the eyes. Found in montane forest and lush gardens and scrub, usually in hyperactive flocks. Similar to Abyssinian White-eye, and some individuals are difficult to separate, but generally shows a broader eye-ring. Most common call is a high-pitched rising rattle. Song is a subdued, chatty sequence of “chew” notes."
https://ebird.org/species/hispar1,Psittaciformes,Psittacidae,Hispaniolan Amazon,Amazona ventralis,,"A stout green inhabitant of wooded habitats; typically found in flocks, sometimes numbering in the hundreds. No other native parrot occurs within its range. The brick red patch on its lower belly, which can be difficult to see, eliminates non-native species that may have escaped from captivity. Calls include a scratchy “wheep-uh-uh” with a “wheep” and “uh-uh” sometimes given separately, and a harsh, quick “for-get.”"
https://ebird.org/species/hoared,Passeriformes,Fringillidae,普通朱頂雀(hornemanni/exilipes),Acanthis flammea hornemanni/exilipes,,Explore eBird
https://ebird.org/species/houbus1,Otidiformes,Otididae,African Houbara,Chlamydotis undulata,,"Elegant bustard with a long neck and tail. Sandy-brown above and white below with a white crest and pale eyes. Note distinctive black stripe on the side of the neck, which can be erected in a spectacular display. Females are similar, but smaller. Eaglelike in flight with deep wing beats; white patches on the wingtips framed in black are distinctive. Found in desert and semi-desert with low scattered bushes."
https://ebird.org/species/houwre,Passeriformes,Troglodytidae,Northern House Wren,Troglodytes aedon,,"Small brownish wren, usually rather plain overall, with dark barring on the wings and tail. Lacks white eyebrow. Occurs in a variety of open or semiopen habitats, including suburbs, parks, rural farmland, and woodland edge with thick tangles. Larger, longer tailed, and generally slightly paler than Winter and Pacific Wrens. Often perches conspicuously when singing, but otherwise fairly secretive. Listen for bubbly song of chatters and trills, and harsh scolding calls."
https://ebird.org/species/imppar1,Psittaciformes,Psittacidae,Imperial Amazon,Amazona imperialis,,"A rather large, dark, and stout resident of wet upland forest. Note iridescent purple underparts, vivid green upperparts, and hefty black bill. The Red-necked Parrot, the only other native species within its range, can be readily separated from the Imperial Parrot by its largely green plumage and the red (not purple) patch on its throat. Most common call is a yelping ""weep"", also gives a loud, scratchy “eee-er.”"
https://ebird.org/species/javcus1,Passeriformes,Campephagidae,花翅山椒鳥(javensis),Coracina javensis javensis,,Explore eBird
https://ebird.org/species/jgtwhe1,Passeriformes,Zosteropidae,Javan Heleia,Heleia javanica,,"Small warbler-like bird with a gray head, yellowish-green body, and varying amounts of white around the eye; lacks the well-defined white “spectacles” of typical white-eyes. Birds in the montane regions of far western and far eastern Java have a dark patch between the eye and the base of the bill, and minimal white on the face (a full thin eyering in eastern birds, and a white crescent under the eye in western birds), while birds in central Java have a large but poorly-defined white patch around the eye. Forages actively in wooded and forested areas from foothills to mountaintops, often in pairs or groups. Joins mixed-species flocks. Song is a bright series of whistled notes; calls include rattling, high-pitched “tchrr”s and sharply falling whistles."
